#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2018-01-16 01:21:28"
#data_read_from_db	"2018-03-01 17:28:53"
#database_id	1472
#datapoints_in_db	128121
#database_reference_id	0
#integrated_value	0.026	6.3
#sample_label	"goldpaper0"
#sample_name	"Golden_glossy_paper"
#lamp	"xenon"
#beamshape	"det,f=300,a=1"
#filterlamp	"none"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: allmess.c,v 3.21 2017/10/21 18:12:11 apian Exp apian $daq serial[0]="016"(offn)|optfile=python-wjakob|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.15 2017/12/22 19:45:57 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=17 poweron=8414 [h] last_change=951 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	26.8421	0
#intheta	26.8421
#inphi	0
#front_integral	0.0263
#incident_and_front_integral	26.8421	0	0.0263
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	127039
#format: theta	phi	[uA]
50.10908	133.88443	3.866e-03
50.27620	133.75935	3.766e-03
50.45702	133.62415	3.700e-03
50.65788	133.46434	3.629e-03
50.83207	133.34431	3.542e-03
51.01593	133.20741	3.519e-03
51.18454	133.08215	3.438e-03
51.39179	132.92857	3.367e-03
51.59842	132.77609	3.299e-03
51.73692	132.67351	3.225e-03
51.94836	132.51715	3.165e-03
52.10121	132.40436	3.117e-03
52.28441	132.26964	3.059e-03
52.53895	132.07275	2.995e-03
52.65033	131.99968	2.950e-03
52.84498	131.85622	2.902e-03
53.01383	131.73245	2.853e-03
53.20298	131.59373	2.796e-03
53.39326	131.45415	2.734e-03
53.55864	131.33272	2.701e-03
53.74046	131.19958	2.640e-03
53.93015	131.06059	2.585e-03
54.14265	130.89610	2.553e-03
54.28522	130.80061	2.484e-03
54.47816	130.65994	2.453e-03
54.64337	130.53908	2.412e-03
54.82321	130.40730	2.364e-03
55.05872	130.22673	2.331e-03
55.19962	130.13206	2.279e-03
55.36242	130.01344	2.235e-03
55.54149	129.88220	2.192e-03
55.72749	129.74644	2.144e-03
55.93009	129.59843	2.100e-03
56.10847	129.46858	2.080e-03
56.28416	129.33989	2.039e-03
56.44335	129.22296	2.018e-03
56.63720	129.07326	1.988e-03
56.80500	128.95860	1.932e-03
56.98235	128.82921	1.906e-03
57.14450	128.71043	1.887e-03
57.33060	128.57411	1.843e-03
57.53746	128.41371	1.806e-03
57.67593	128.32074	1.781e-03
57.86381	128.18254	1.747e-03
58.03652	128.05594	1.724e-03
58.20158	127.93468	1.696e-03
58.38213	127.80156	1.665e-03
58.55254	127.67581	1.650e-03
58.74000	127.53750	1.619e-03
58.91200	127.41040	1.590e-03
59.08568	127.27381	1.562e-03
59.25363	127.15807	1.534e-03
59.42450	127.03172	1.508e-03
59.59721	126.90301	1.485e-03
59.77087	126.77426	1.463e-03
59.94879	126.64201	1.443e-03
60.11868	126.51571	1.420e-03
60.30301	126.37785	1.397e-03
60.46104	126.25967	1.378e-03
60.64074	126.12561	1.352e-03
60.85818	125.95452	1.333e-03
60.97870	125.87224	1.309e-03
61.14874	125.74417	1.290e-03
61.32941	125.60765	1.257e-03
61.49648	125.48159	1.244e-03
61.66370	125.35486	1.231e-03
61.84269	125.21955	1.217e-03
62.00097	125.09909	1.205e-03
62.17981	124.96306	1.179e-03
62.36397	124.81468	1.158e-03
62.51266	124.70882	1.131e-03
62.67830	124.58180	1.115e-03
62.84686	124.45231	1.102e-03
63.02423	124.31600	1.078e-03
63.18903	124.18881	1.071e-03
63.36621	124.05173	1.054e-03
63.53362	123.92196	1.038e-03
89.95075	60.77569	-5.540e-06
89.89596	60.58795	7.209e-06
89.84155	60.40316	3.064e-06
89.77627	60.18483	2.163e-06
89.72486	60.01527	-7.349e-07
89.66820	59.82934	5.968e-06
89.60674	59.61774	-1.818e-06
89.55273	59.45921	2.329e-06
89.49425	59.27429	-5.445e-06
89.42950	59.07235	1.137e-06
89.36938	58.88693	7.019e-06
89.29402	58.64380	4.353e-06
89.24804	58.51781	6.243e-06
89.18610	58.33269	5.027e-06
89.12199	58.14341	6.151e-06
89.05803	57.95638	-6.710e-07
88.99216	57.76446	5.677e-06
88.92820	57.58120	2.792e-06
88.85743	57.38029	6.424e-06
88.79180	57.19583	3.718e-06
88.72166	56.98721	2.140e-06
88.65498	56.81731	3.590e-06
88.59270	56.64734	7.500e-06
88.52342	56.45978	3.029e-06
88.45399	56.27375	5.865e-06
88.37057	56.03957	1.314e-06
88.31242	55.89919	5.941e-06
88.23588	55.70010	-2.722e-07
88.16496	55.51736	-9.516e-08
88.09427	55.33542	-4.247e-06
88.01803	55.14163	-2.097e-06
87.95034	54.97048	4.305e-07
87.87625	54.78609	9.069e-06
87.77566	54.49617	1.091e-05
87.71850	54.39583	4.080e-06
87.64829	54.22514	9.410e-06
87.55444	53.98475	6.519e-06
87.49030	53.84405	1.129e-05
87.41451	53.66315	1.626e-05
87.32505	53.44004	1.361e-05
87.25401	53.28562	1.117e-05
87.18216	53.11909	1.799e-05
87.09667	52.92117	1.661e-05
87.01716	52.73876	1.552e-05
86.92443	52.51633	2.311e-05
86.85764	52.37781	2.150e-05
86.77650	52.19576	2.123e-05
86.68704	51.99639	2.504e-05
86.60998	51.82571	2.423e-05
86.52407	51.63705	2.078e-05
86.44133	51.45686	1.965e-05
86.35047	51.25938	2.802e-05
86.26616	51.07876	2.227e-05
86.18264	50.88805	2.614e-05
86.09624	50.71639	1.969e-05
86.01047	50.53683	2.395e-05
85.91724	50.34067	2.353e-05
85.83472	50.16963	2.939e-05
85.73641	49.95458	2.904e-05
85.64790	49.78421	2.886e-05
85.56770	49.62038	2.738e-05
85.47648	49.43596	2.333e-05
85.38575	49.25301	2.646e-05
85.26885	49.00613	2.694e-05
85.19301	48.86815	3.509e-05
85.10235	48.68829	3.374e-05
85.01653	48.51957	2.613e-05
84.91914	48.32893	2.928e-05
84.82713	48.15011	3.723e-05
84.72639	47.95560	3.456e-05
84.63264	47.77491	2.978e-05
84.54435	47.60530	3.241e-05
84.44589	47.40712	3.711e-05
84.34814	47.23354	3.676e-05
84.25507	47.05880	3.203e-05
84.15056	46.86362	3.498e-05
84.05406	46.68430	3.371e-05
83.95775	46.50645	4.010e-05
83.85290	46.31366	3.844e-05
83.75267	46.13129	3.792e-05
83.66223	45.96599	4.092e-05
83.56166	45.78448	4.421e-05
83.45796	45.59758	4.108e-05
83.35075	45.40605	4.099e-05
83.25762	45.24052	4.703e-05
83.15577	45.06008	4.179e-05
83.05290	44.87907	4.229e-05
82.94765	44.69477	4.682e-05
82.84570	44.51665	4.578e-05
82.74205	44.33660	4.889e-05
82.63797	44.15664	4.031e-05
82.52129	43.94553	4.828e-05
82.41885	43.78147	4.798e-05
82.32230	43.61816	5.222e-05
82.21578	43.43719	5.581e-05
82.10366	43.24825	5.189e-05
81.98098	43.03079	6.528e-05
81.88406	42.88078	5.159e-05
81.77853	42.70493	5.403e-05
81.67870	42.53929	4.922e-05
81.57001	42.36098	5.492e-05
81.45175	42.16646	5.515e-05
81.35104	42.00247	6.459e-05
81.24160	41.82434	5.933e-05
81.12556	41.63616	6.814e-05
81.01802	41.45121	5.709e-05
80.89092	41.25876	5.725e-05
80.77922	41.08029	6.798e-05
80.66924	40.90525	5.845e-05
80.57423	40.75450	5.836e-05
80.44876	40.54501	6.265e-05
80.34701	40.39671	6.571e-05
80.23544	40.22121	7.090e-05
80.11447	40.03239	6.108e-05
80.00732	39.86581	6.878e-05
79.87036	39.64184	6.857e-05
79.77695	39.50927	6.306e-05
79.65440	39.32070	6.566e-05
79.54089	39.14697	6.499e-05
79.42704	38.97329	6.946e-05
79.31271	38.79893	6.987e-05
79.19880	38.62598	7.663e-05
79.07372	38.43703	7.328e-05
78.95848	38.26352	7.145e-05
78.83389	38.06487	7.343e-05
78.71957	37.90523	7.121e-05
78.60318	37.73113	7.960e-05
78.49249	37.56647	8.135e-05
78.36812	37.38174	7.709e-05
78.23131	37.16785	7.965e-05
78.13400	37.03583	7.707e-05
78.00568	36.84721	7.635e-05
77.88815	36.67464	8.200e-05
77.77499	36.50949	8.289e-05
77.65100	36.32899	7.944e-05
77.53241	36.15576	8.432e-05
77.40240	35.96725	8.446e-05
77.29006	35.80407	9.207e-05
77.16319	35.62093	8.595e-05
77.02433	35.42033	8.307e-05
76.90205	35.24452	8.893e-05
76.79103	35.08545	9.219e-05
76.67036	34.91226	9.582e-05
76.54890	34.73917	8.693e-05
76.42685	34.56462	9.296e-05
76.29453	34.37606	9.092e-05
76.17138	34.20158	9.457e-05
76.05000	34.02900	9.040e-05
75.90576	33.81381	9.862e-05
75.80388	33.68199	9.013e-05
75.67937	33.50601	9.769e-05
75.54613	33.31870	9.831e-05
75.42192	33.14403	9.140e-05
75.29049	32.96001	9.334e-05
75.17442	32.79733	1.006e-04
75.03855	32.60791	9.769e-05
74.92064	32.44389	9.959e-05
74.78871	32.25964	9.723e-05
74.66301	32.08477	1.047e-04
74.27416	31.54584	1.059e-04
74.12655	31.33061	1.124e-04
73.61671	30.63897	1.125e-04
73.44211	30.39979	1.115e-04
73.35268	30.26534	1.191e-04
73.24255	30.12609	1.129e-04
73.05045	29.85159	1.112e-04
72.93256	29.70210	1.179e-04
72.80617	29.52970	1.183e-04
72.71037	29.39821	1.163e-04
72.59016	29.23442	1.225e-04
72.45095	29.04491	1.243e-04
72.32284	28.87007	1.262e-04
72.18394	28.68098	1.273e-04
72.04180	28.48850	1.303e-04
71.92201	28.32478	1.349e-04
71.79831	28.15704	1.287e-04
71.66187	27.97153	1.280e-04
71.52116	27.78049	1.279e-04
71.39857	27.61443	1.243e-04
71.25768	27.42388	1.379e-04
71.13229	27.25421	1.307e-04
70.98339	27.05244	1.373e-04
70.85537	26.87985	1.363e-04
70.73117	26.71181	1.309e-04
70.58944	26.52056	1.366e-04
70.44666	26.32775	1.347e-04
70.32634	26.16549	1.423e-04
70.19422	25.98742	1.429e-04
70.05027	25.79349	1.426e-04
69.92471	25.62473	1.428e-04
69.78552	25.43731	1.481e-04
69.65363	25.25926	1.458e-04
69.50854	25.06473	1.383e-04
69.37640	24.88634	1.443e-04
69.24266	24.70647	1.390e-04
69.07929	24.48653	1.560e-04
68.96546	24.33308	1.519e-04
68.84245	24.16786	1.524e-04
68.69962	23.97477	1.598e-04
68.56626	23.79538	1.584e-04
68.43282	23.61581	1.523e-04
68.28819	23.42078	1.615e-04
68.15290	23.23873	1.670e-04
68.01978	23.05843	1.545e-04
67.88767	22.86835	1.608e-04
67.74114	22.68285	1.654e-04
67.59608	22.48666	1.706e-04
67.47317	22.32095	1.684e-04
67.33833	22.13901	1.706e-04
67.20508	21.95892	1.646e-04
67.06138	21.76384	1.685e-04
66.92561	21.58053	1.751e-04
66.79128	21.39830	1.668e-04
66.66293	21.22429	1.719e-04
66.48763	20.97340	1.718e-04
66.37625	20.83473	1.744e-04
66.25215	20.66637	1.578e-04
66.11580	20.48003	1.809e-04
65.97881	20.29352	1.797e-04
65.79153	20.02531	1.829e-04
65.68859	19.89768	1.775e-04
65.56435	19.72808	1.776e-04
65.42031	19.53042	1.862e-04
65.28562	19.34527	1.891e-04
65.15106	19.16060	1.882e-04
64.99355	18.94420	1.903e-04
64.88027	18.78826	1.918e-04
64.70658	18.54894	1.905e-04
64.60524	18.40897	1.925e-04
64.46056	18.20917	1.941e-04
64.32330	18.01827	1.928e-04
64.19888	17.84512	1.977e-04
64.04639	17.63265	2.004e-04
63.91354	17.44731	2.028e-04
63.78767	17.27187	1.947e-04
63.64191	17.06693	1.959e-04
63.50750	16.87843	2.025e-04
63.37823	16.69691	2.056e-04
63.21827	16.47114	2.115e-04
63.10100	16.30574	2.067e-04
62.95892	16.10403	2.141e-04
62.83150	15.92332	2.083e-04
62.68043	15.69455	2.121e-04
62.54418	15.51276	2.183e-04
62.41934	15.33387	2.155e-04
62.28283	15.13840	2.229e-04
62.14038	14.93358	2.210e-04
61.97567	14.69471	2.191e-04
61.87241	14.54566	2.235e-04
61.73773	14.35000	2.234e-04
61.59460	14.14116	2.240e-04
61.45576	13.93785	2.247e-04
61.33140	13.75516	2.229e-04
61.18706	13.54354	2.311e-04
61.05198	13.34420	2.239e-04
60.92029	13.14896	2.319e-04
60.78926	12.94085	2.355e-04
60.65169	12.75047	2.341e-04
60.51947	12.55239	2.320e-04
60.38408	12.34930	2.362e-04
60.24200	12.13498	2.393e-04
60.11370	11.94171	2.343e-04
59.97192	11.72639	2.484e-04
59.84968	11.54067	2.427e-04
59.70582	11.32130	2.473e-04
59.58046	11.12925	2.395e-04
59.44283	10.91816	2.507e-04
59.31113	10.71509	2.494e-04
59.16533	10.48884	2.517e-04
59.03723	10.28939	2.486e-04
58.91178	10.09341	2.485e-04
58.77578	9.88046	2.567e-04
58.63488	9.65823	2.507e-04
58.50264	9.44971	2.645e-04
58.38027	9.25484	2.587e-04
58.24333	9.03650	2.524e-04
58.10489	8.81436	2.501e-04
57.96122	8.58451	2.679e-04
57.84297	8.39319	2.712e-04
57.72008	8.19422	2.655e-04
57.58489	7.97294	2.718e-04
57.44675	7.74622	2.631e-04
57.32781	7.55132	2.704e-04
57.19600	7.33399	2.714e-04
57.06582	7.11682	2.720e-04
56.93219	6.89507	2.787e-04
56.80421	6.67998	2.788e-04
56.66615	6.44792	2.864e-04
56.54616	6.24566	2.834e-04
56.41256	6.01806	2.864e-04
56.26657	5.76913	2.827e-04
56.13786	5.54933	2.962e-04
56.02268	5.34966	2.936e-04
55.90325	5.14370	2.917e-04
55.77131	4.91457	2.934e-04
55.63721	4.67968	2.995e-04
55.52172	4.47696	2.943e-04
55.38598	4.23738	2.921e-04
55.26787	4.02755	2.961e-04
55.13825	3.79589	3.008e-04
49.56310	-7.83506	3.838e-04
49.45930	-8.09627	3.832e-04
49.35868	-8.35328	3.978e-04
49.26310	-8.59914	3.941e-04
49.14407	-8.90778	3.941e-04
49.05097	-9.15227	3.986e-04
48.96091	-9.39139	4.075e-04
48.84534	-9.69897	3.997e-04
48.76079	-9.92752	4.058e-04
48.66022	-10.20331	4.131e-04
48.55727	-10.48528	4.074e-04
48.45993	-10.75775	4.152e-04
48.36562	-11.02201	4.143e-04
48.27558	-11.27871	4.237e-04
48.17844	-11.55688	4.188e-04
48.07915	-11.84618	4.192e-04
47.99221	-12.10021	4.245e-04
47.89437	-12.39028	4.239e-04
47.80422	-12.66138	4.233e-04
47.71476	-12.93329	4.319e-04
47.61754	-13.23128	4.352e-04
47.53576	-13.48686	4.362e-04
47.44621	-13.76760	4.317e-04
47.35520	-14.05558	4.403e-04
47.26888	-14.33368	4.373e-04
47.18273	-14.61371	4.375e-04
47.09139	-14.91285	4.420e-04
47.01107	-15.18060	4.456e-04
46.92000	-15.48980	4.466e-04
46.84274	-15.75373	4.459e-04
46.74711	-16.08438	4.500e-04
46.67799	-16.32606	4.450e-04
46.59390	-16.62578	4.648e-04
46.50261	-16.95383	4.518e-04
46.43611	-17.19639	4.557e-04
46.35801	-17.48551	4.601e-04
46.27966	-17.77777	4.608e-04
46.19373	-18.10588	4.632e-04
46.12524	-18.36884	4.741e-04
46.05149	-18.65775	4.738e-04
45.97028	-18.98077	4.666e-04
45.89967	-19.26570	4.692e-04
45.81184	-19.62516	4.750e-04
45.75671	-19.85250	4.726e-04
45.68143	-20.16789	4.777e-04
45.61685	-20.44449	4.760e-04
45.54791	-20.74431	4.846e-04
45.47763	-21.05295	4.830e-04
45.40622	-21.37151	4.869e-04
45.34590	-21.64740	4.815e-04
45.28065	-21.95014	4.903e-04
45.21324	-22.26426	4.890e-04
45.14675	-22.58338	4.831e-04
45.08915	-22.86112	4.950e-04
45.02710	-23.16693	4.998e-04
44.96649	-23.47219	4.985e-04
44.90475	-23.79065	4.992e-04
44.84661	-24.09174	5.005e-04
44.78497	-24.41993	4.945e-04
44.72895	-24.72335	5.042e-04
44.67417	-25.02512	5.010e-04
44.61118	-25.42179	5.055e-04
44.56735	-25.63374	5.112e-04
44.51086	-25.96430	5.072e-04
44.46246	-26.25218	5.121e-04
44.41176	-26.56380	5.173e-04
44.36060	-26.88218	5.197e-04
44.31230	-27.18936	5.295e-04
44.25710	-27.55030	5.126e-04
44.21502	-27.83134	5.150e-04
44.17562	-28.15230	5.240e-04
44.12312	-28.47066	5.215e-04
44.07942	-28.78419	5.276e-04
44.03752	-29.09557	5.291e-04
43.99856	-29.39084	5.324e-04
43.95526	-29.78389	5.436e-04
43.91479	-30.05117	5.391e-04
43.87972	-30.33945	5.389e-04
43.83654	-30.70516	5.364e-04
43.80400	-30.99059	5.342e-04
43.76561	-31.39861	5.355e-04
43.73318	-31.64216	5.440e-04
43.70035	-31.95784	5.405e-04
43.67043	-32.25343	5.483e-04
43.63790	-32.59600	5.487e-04
43.60492	-32.94812	5.435e-04
43.57647	-33.26761	5.511e-04
43.55321	-33.53418	5.492e-04
43.52702	-33.85524	5.497e-04
43.50082	-34.18776	5.518e-04
43.47682	-34.50371	5.533e-04
43.45449	-34.81718	5.563e-04
43.43079	-35.16173	5.592e-04
43.40989	-35.47980	5.610e-04
43.39088	-35.79633	5.630e-04
43.37149	-36.13412	5.643e-04
43.35514	-36.43312	5.650e-04
43.33945	-36.75491	5.649e-04
43.32311	-37.09130	5.730e-04
43.30881	-37.42841	5.617e-04
43.29723	-37.72519	5.696e-04
43.28591	-38.04891	5.682e-04
43.27548	-38.37175	5.707e-04
43.27274	-38.71792	5.727e-04
43.25830	-39.02711	5.772e-04
43.25155	-39.34639	5.812e-04
43.24580	-39.66945	5.758e-04
43.24150	-39.99348	5.805e-04
43.23822	-40.32740	5.821e-04
43.23584	-40.64574	5.842e-04
43.23562	-40.99374	5.699e-04
43.23592	-41.31293	5.788e-04
43.23755	-41.63065	5.857e-04
43.24113	-42.02308	5.901e-04
43.24475	-42.29638	5.842e-04
43.25039	-42.61330	5.856e-04
43.25626	-42.91224	5.869e-04
43.26416	-43.25142	5.896e-04
43.27309	-43.56929	5.853e-04
43.28300	-43.88463	5.895e-04
43.29554	-44.23116	5.898e-04
43.30757	-44.54887	5.936e-04
43.32845	-44.87738	5.976e-04
43.33735	-45.20552	5.967e-04
43.35514	-45.55608	5.907e-04
43.37127	-45.84511	5.992e-04
43.38865	-46.14650	5.990e-04
43.42002	-46.54364	5.967e-04
43.43167	-46.81960	5.988e-04
43.45201	-47.10741	5.972e-04
43.47529	-47.43072	5.967e-04
43.50155	-47.76609	6.061e-04
43.54172	-48.17355	6.026e-04
43.55453	-48.39705	6.079e-04
43.58218	-48.71124	6.078e-04
43.61372	-49.04842	6.064e-04
43.65153	-49.36963	6.147e-04
43.68080	-49.72115	6.026e-04
43.71440	-50.03876	6.032e-04
43.74320	-50.30227	5.994e-04
43.77860	-50.61801	6.081e-04
43.82443	-50.95416	6.058e-04
43.85743	-51.27634	6.063e-04
43.89310	-51.56300	6.118e-04
43.93984	-51.92581	6.061e-04
43.98094	-52.23346	6.110e-04
44.01986	-52.51422	6.062e-04
44.06313	-52.82066	6.092e-04
44.10799	-53.13145	6.020e-04
44.15709	-53.45990	6.106e-04
44.20200	-53.75126	6.146e-04
44.25498	-54.08761	6.066e-04
44.30074	-54.37096	6.078e-04
44.35528	-54.69992	6.072e-04
44.41071	-55.02719	6.163e-04
44.45908	-55.30213	6.143e-04
44.51588	-55.62203	6.089e-04
44.56689	-55.90048	6.104e-04
44.62375	-56.20461	6.118e-04
44.68455	-56.52280	6.120e-04
44.74227	-56.82010	6.089e-04
44.80056	-57.11441	6.173e-04
44.86612	-57.43557	6.129e-04
44.92766	-57.73110	6.132e-04
44.98633	-58.00949	6.146e-04
45.07209	-58.37527	6.137e-04
45.11668	-58.60532	6.133e-04
45.18789	-58.92225	6.168e-04
45.25034	-59.19326	6.145e-04
45.32233	-59.50003	6.148e-04
45.39045	-59.78640	6.151e-04
45.46610	-60.09663	6.129e-04
45.53197	-60.36206	6.167e-04
45.60851	-60.66796	6.129e-04
45.68937	-60.95782	6.130e-04
45.75990	-61.25246	6.139e-04
45.82924	-61.51352	6.037e-04
45.91836	-61.84412	6.083e-04
45.98820	-62.09790	6.088e-04
46.06598	-62.37679	6.083e-04
46.15074	-62.67466	6.098e-04
46.23151	-62.95475	6.075e-04
46.30729	-63.21216	6.118e-04
46.39441	-63.50345	6.060e-04
46.50760	-63.85572	6.098e-04
46.56798	-64.07197	6.039e-04
46.64612	-64.32148	6.008e-04
46.73847	-64.61149	6.048e-04
46.82180	-64.86938	6.003e-04
46.92628	-65.18837	5.977e-04
47.00198	-65.41534	6.003e-04
47.09855	-65.70244	6.054e-04
47.18415	-65.95229	5.984e-04
47.28052	-66.22952	6.051e-04
47.37254	-66.49048	6.027e-04
47.47409	-66.77469	5.999e-04
47.56884	-67.03525	6.024e-04
47.65949	-67.28049	5.955e-04
47.76009	-67.54996	5.912e-04
47.85710	-67.80651	5.890e-04
47.96404	-68.08404	5.944e-04
48.05659	-68.32127	6.007e-04
48.16273	-68.58963	5.901e-04
48.26369	-68.84106	5.947e-04
48.37325	-69.11111	5.889e-04
48.46922	-69.34402	5.829e-04
48.57488	-69.59679	5.873e-04
48.69385	-69.86284	5.846e-04
48.79129	-70.10463	5.854e-04
48.91570	-70.39071	5.817e-04
49.01435	-70.61403	5.815e-04
49.12280	-70.85724	5.823e-04
49.23143	-71.09702	5.793e-04
49.34979	-71.35519	5.846e-04
49.46266	-71.59827	5.841e-04
49.56702	-71.81969	5.783e-04
49.68155	-72.06047	5.768e-04
49.80133	-72.30906	5.695e-04
49.92389	-72.55973	5.663e-04
50.04104	-72.79677	5.749e-04
50.15641	-73.02706	5.686e-04
50.26843	-73.24844	5.593e-04
50.39847	-73.50227	5.678e-04
50.50957	-73.71536	5.662e-04
50.63947	-73.96324	5.599e-04
50.75983	-74.18924	5.703e-04
50.88113	-74.41354	5.571e-04
51.01189	-74.65375	5.537e-04
51.12629	-74.86019	5.611e-04
51.25252	-75.08675	5.545e-04
51.37915	-75.31104	5.515e-04
51.51138	-75.54248	5.525e-04
51.63615	-75.75854	5.521e-04
51.77504	-75.99523	5.501e-04
51.90354	-76.21147	5.449e-04
52.03116	-76.42446	5.396e-04
52.20373	-76.69915	5.391e-04
52.30151	-76.86820	5.374e-04
52.42233	-77.06300	5.346e-04
52.56397	-77.28883	5.335e-04
52.69059	-77.48891	5.365e-04
52.84973	-77.73641	5.363e-04
52.97372	-77.92769	5.326e-04
53.10923	-78.13411	5.264e-04
53.24439	-78.33789	5.271e-04
53.40062	-78.56243	5.296e-04
53.52615	-78.75587	5.188e-04
53.65392	-78.94222	5.214e-04
53.80453	-79.15940	5.141e-04
53.94300	-79.35773	5.145e-04
54.08236	-79.55398	5.159e-04
54.23289	-79.76492	5.164e-04
54.37740	-79.96388	5.104e-04
54.51693	-80.15517	5.087e-04
54.65883	-80.34719	5.046e-04
54.81068	-80.55036	5.056e-04
54.94389	-80.72734	4.953e-04
55.10096	-80.93304	5.012e-04
55.23710	-81.10967	4.989e-04
55.38420	-81.29951	4.981e-04
55.53545	-81.49173	4.837e-04
55.68226	-81.67658	4.931e-04
55.83082	-81.86162	4.873e-04
55.98053	-82.04637	4.876e-04
56.13707	-82.23773	4.821e-04
56.29551	-82.42869	4.803e-04
56.43392	-82.59417	4.809e-04
56.59702	-82.78701	4.740e-04
56.74681	-82.96301	4.763e-04
56.93370	-83.17254	4.786e-04
57.06164	-83.32623	4.673e-04
57.20275	-83.48651	4.734e-04
57.36598	-83.67041	4.725e-04
57.51864	-83.84087	4.643e-04
57.67190	-84.00985	4.638e-04
57.83876	-84.19179	4.629e-04
57.99485	-84.36092	4.607e-04
58.14857	-84.52541	4.491e-04
58.31321	-84.69353	4.564e-04
58.47075	-84.86529	4.469e-04
58.64354	-85.04479	4.522e-04
58.78667	-85.19218	4.481e-04
58.94482	-85.35324	4.395e-04
59.10161	-85.51174	4.438e-04
59.27118	-85.68093	4.392e-04
59.41858	-85.82716	4.412e-04
59.58241	-85.98778	4.281e-04
59.74493	-86.14547	4.344e-04
59.91161	-86.30616	4.320e-04
60.07204	-86.45879	4.260e-04
60.24785	-86.62456	4.111e-04
60.41054	-86.77615	4.246e-04
60.56488	-86.91920	4.188e-04
60.80177	-87.13023	4.152e-04
60.89693	-87.22164	4.233e-04
61.06272	-87.37060	4.104e-04
61.23149	-87.52099	4.095e-04
61.42524	-87.68651	4.078e-04
61.56670	-87.81480	4.022e-04
61.74646	-87.97025	3.987e-04
61.89986	-88.10185	3.959e-04
62.07805	-88.25280	3.918e-04
62.28207	-88.41891	3.971e-04
62.41008	-88.53011	3.908e-04
62.57804	-88.66833	3.914e-04
62.74900	-88.80787	3.897e-04
62.92041	-88.94609	3.818e-04
63.10723	-89.09525	3.809e-04
63.27758	-89.23014	3.731e-04
63.43719	-89.35517	3.733e-04
63.60964	-89.48916	3.782e-04
63.79040	-89.62814	3.723e-04
63.98745	-89.77818	3.772e-04
64.16186	-89.90942	3.659e-04
64.31878	-90.02653	3.649e-04
64.48200	-90.14713	3.639e-04
64.68746	-90.29344	3.597e-04
64.84884	-90.41434	3.554e-04
65.00916	-90.52961	3.589e-04
65.21336	-90.67480	3.560e-04
65.37239	-90.78655	3.508e-04
65.58811	-90.93301	3.469e-04
65.72303	-91.02975	3.499e-04
65.90060	-91.15115	3.474e-04
66.07854	-91.27193	3.345e-04
66.26634	-91.39773	3.443e-04
66.44161	-91.51411	3.334e-04
66.61927	-91.63103	3.315e-04
66.82735	-91.76664	3.227e-04
66.98933	-91.87098	3.250e-04
67.17599	-91.98683	3.168e-04
67.37324	-92.11495	3.224e-04
67.52515	-92.20992	3.188e-04
67.70696	-92.32286	3.130e-04
67.95642	-92.47255	3.116e-04
68.09441	-92.55967	3.085e-04
68.27239	-92.66676	3.032e-04
68.43958	-92.76634	3.063e-04
68.62511	-92.87592	3.021e-04
68.81862	-92.98891	2.917e-04
69.04255	-93.11851	2.905e-04
69.19908	-93.20809	2.889e-04
69.36700	-93.30325	2.807e-04
69.56401	-93.41410	2.861e-04
69.74794	-93.51624	2.879e-04
69.93015	-93.61683	2.755e-04
70.12949	-93.72544	2.708e-04
70.31577	-93.82600	2.718e-04
70.49883	-93.92385	2.653e-04
70.69283	-94.02359	2.672e-04
70.88633	-94.12780	2.703e-04
71.05819	-94.21700	2.702e-04
71.25655	-94.31870	2.569e-04
71.44386	-94.41387	2.615e-04
71.62929	-94.50712	2.535e-04
71.83006	-94.60732	2.493e-04
72.01606	-94.69894	2.494e-04
72.20663	-94.79196	2.421e-04
72.38528	-94.87835	2.410e-04
72.58141	-94.97216	2.348e-04
72.78291	-95.06766	2.384e-04
72.96015	-95.15073	2.347e-04
73.15137	-95.23957	2.270e-04
73.34286	-95.32761	2.044e-04
73.53896	-95.41691	1.412e-04
73.72800	-95.50195	7.254e-05
73.93408	-95.59385	3.156e-05
74.11351	-95.67293	2.352e-05
74.31423	-95.76041	3.474e-05
74.51603	-95.84763	3.067e-05
74.69250	-95.92298	3.639e-05
74.89983	-96.01055	3.869e-05
75.08997	-96.09019	2.900e-05
75.32332	-96.18478	3.276e-05
75.48845	-96.25418	2.752e-05
75.67924	-96.33139	2.838e-05
75.87023	-96.40787	2.881e-05
76.05340	-96.48053	2.669e-05
76.25372	-96.55916	3.190e-05
76.46088	-96.63949	2.891e-05
76.63947	-96.70793	2.751e-05
76.83462	-96.78215	3.612e-05
77.03800	-96.85842	2.891e-05
77.26091	-96.94103	3.387e-05
77.42408	-97.00096	3.512e-05
